ACCLASS,VISIBILITY,LIGHT,INJURY,INVTYPE,INITDIR,DIVISION,COLLISION_DATE,COLLISION_YEAR,COLLISION_TIME,HOUR,WEATHER,NEIGHBOURHOOD
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D52,2014-05-29,2014,2014-05-29T14:50:00Z,14,Clear,St Lawrence-East Bayfront-The Islands
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D11,2014-06-01,2014,2014-06-01T18:22:00Z,18,Clear,Junction Area
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D41,2014-06-01,2014,2014-06-01T19:13:00Z,19,Clear,Kennedy Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D55,2014-06-02,2014,2014-06-02T12:04:00Z,12,Clear,South Riverdale
Fatal,Clear,Daylight,Fatal,Pedestrian,West,D32,2014-06-03,2014,2014-06-03T12:50:00Z,12,Clear,Avondale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D55,2014-06-09,2014,2014-06-09T17:50:00Z,17,Clear,The Beaches
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D55,2014-06-11,2014,2014-06-11T11:00:00Z,11,Clear,South Riverdale
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D12,2014-06-13,2014,2014-06-13T21:58:00Z,21,Clear,Rockcliffe-Smythe
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D31,2014-06-14,2014,2014-06-14T19:30:00Z,19,Clear,Humber Summit
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D43,2014-06-17,2014,2014-06-17T10:50:00Z,10,Clear,Centennial Scarborough
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D31,2014-06-19,2014,2014-06-19T16:00:00Z,16,Clear,York University Heights
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2014-06-19,2014,2014-06-19T19:30:00Z,19,Clear,Trinity-Bellwoods
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D52,2014-06-23,2014,2014-06-23T17:20:00Z,17,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Rain,Other,Major,Pedestrian,Unknown,D32,2014-06-24,2014,2014-06-24T20:24:00Z,20,Adverse,Lansing-Westgate
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D32,2014-06-29,2014,2014-06-29T21:25:00Z,21,Clear,East Willowdale
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D32,2014-06-29,2014,2014-06-29T21:25:00Z,21,Clear,East Willowdale
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D11,2014-07-10,2014,2014-07-10T19:09:00Z,19,Clear,High Park North
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D41,2014-07-11,2014,2014-07-11T19:18:00Z,19,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D41,2014-07-12,2014,2014-07-12T14:09:00Z,14,Clear,Wexford/Maryvale
Fatal,Clear,Daylight,Fatal,Pedestrian,West,D53,2014-07-16,2014,2014-07-16T16:15:00Z,16,Clear,Leaside-Bennington
Non-Fatal Injury,Clear,Dark,Major,Cyclist,South,D51,2014-07-18,2014,2014-07-18T22:40:00Z,22,Clear,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,Unknown,D31,2014-07-18,2014,2014-07-18T23:40:00Z,23,Clear,Glenfield-Jane Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D53,2014-07-23,2014,2014-07-23T11:35:00Z,11,Clear,Annex
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D32,2014-07-28,2014,2014-07-28T15:01:00Z,15,Clear,Lansing-Westgate
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D55,2014-07-29,2014,2014-07-29T16:30:00Z,16,Clear,South Riverdale
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D53,2014-07-30,2014,2014-07-30T23:12:00Z,23,Clear,Mount Pleasant East
Fatal,Clear,Daylight,Fatal,Cyclist,North,D42,2014-08-01,2014,2014-08-01T17:22:00Z,17,Clear,Malvern East
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D55,2014-08-01,2014,2014-08-01T17:30:00Z,17,Clear,Woodbine-Lumsden
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D13,2014-08-02,2014,2014-08-02T12:40:00Z,12,Clear,Wychwood
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D31,2014-08-02,2014,2014-08-02T23:19:00Z,23,Clear,Downsview
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D42,2014-08-05,2014,2014-08-05T19:32:00Z,19,Clear,Malvern East
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D32,2014-08-07,2014,2014-08-07T16:18:00Z,16,Clear,Newtonbrook East
Fatal,Clear,Other,Minor,Pedestrian,Unknown,D13,2014-08-07,2014,2014-08-07T22:14:00Z,22,Clear,Corso Italia-Davenport
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D13,2014-08-07,2014,2014-08-07T22:14:00Z,22,Clear,Corso Italia-Davenport
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D43,2014-08-09,2014,2014-08-09T21:04:00Z,21,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D55,2014-08-17,2014,2014-08-17T21:59:00Z,21,Clear,The Beaches
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D55,2014-08-17,2014,2014-08-17T21:59:00Z,21,Clear,The Beaches
Fatal,Clear,Other,Fatal,Pedestrian,West,D55,2014-08-17,2014,2014-08-17T23:06:00Z,23,Clear,Taylor-Massey
Fatal,Clear,Other,Minimal,Pedestrian,Unknown,D51,2014-08-18,2014,2014-08-18T12:05:00Z,12,Clear,Moss Park
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D51,2014-08-18,2014,2014-08-18T12:05:00Z,12,Clear,Moss Park
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D42,2014-08-19,2014,2014-08-19T21:05:00Z,21,Clear,Milliken
Non-Fatal Injury,Clear,Other,Major,Cyclist,North,D14,2014-08-19,2014,2014-08-19T21:20:00Z,21,Clear,Little Portugal
Fatal,Clear,Daylight,Major,Pedestrian,East,D41,2014-08-20,2014,2014-08-20T16:39:00Z,16,Clear,Clairlea-Birchmount
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D41,2014-08-20,2014,2014-08-20T16:39:00Z,16,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Dark,Major,Cyclist,East,D51,2014-08-22,2014,2014-08-22T12:02:00Z,12,Clear,Cabbagetown-South St.James Town
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D22,2014-08-22,2014,2014-08-22T18:05:00Z,18,Clear,Edenbridge-Humber Valley
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D12,2014-08-26,2014,2014-08-26T17:20:00Z,17,Clear,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D51,2014-08-29,2014,2014-08-29T12:00:00Z,12,Clear,Cabbagetown-South St.James Town
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D13,2014-08-30,2014,2014-08-30T10:08:00Z,10,Clear,Casa Loma
Non-Fatal Injury,Clear,Other,Major,Cyclist,East,D14,2014-08-30,2014,2014-08-30T11:05:00Z,11,Clear,Little Portugal
Non-Fatal Injury,Clear,Other,Minimal,Pedestrian,Unknown,D11,2014-08-30,2014,2014-08-30T22:40:00Z,22,Clear,Junction Area
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D11,2014-08-30,2014,2014-08-30T22:40:00Z,22,Clear,Junction Area
Fatal,Clear,Other,Fatal,Pedestrian,None,D43,2014-09-01,2014,2014-09-01T14:07:00Z,14,Clear,Scarborough Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D12,2014-09-03,2014,2014-09-03T17:36:00Z,17,Clear,Rockcliffe-Smythe
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D11,2014-09-06,2014,2014-09-06T16:10:00Z,16,Clear,Weston-Pelham Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D55,2014-09-06,2014,2014-09-06T17:58:00Z,17,Clear,Woodbine Corridor
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D32,2014-09-07,2014,2014-09-07T21:30:00Z,21,Clear,Yonge-Doris
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D11,2014-09-09,2014,2014-09-09T11:15:00Z,11,Clear,Junction Area
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D41,2014-09-10,2014,2014-09-10T20:12:00Z,20,Adverse,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D33,2014-09-17,2014,2014-09-17T16:20:00Z,16,Clear,Don Valley Village
Fatal,Clear,Other,Fatal,Pedestrian,South,D53,2014-09-18,2014,2014-09-18T20:01:00Z,20,Clear,Yonge-St.Clair
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D14,2014-09-22,2014,2014-09-22T20:59:00Z,20,Clear,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D32,2014-09-26,2014,2014-09-26T11:53:00Z,11,Clear,Clanton Park
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2014-09-29,2014,2014-09-29T13:25:00Z,13,Clear,Trinity-Bellwoods
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D51,2014-09-30,2014,2014-09-30T15:38:00Z,15,Clear,Downtown Yonge East
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D11,2014-09-30,2014,2014-09-30T16:08:00Z,16,Clear,Junction Area
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D33,2014-10-09,2014,2014-10-09T12:40:00Z,12,Clear,Parkwoods-O'Connor Hills
Fatal,Clear,Daylight,Fatal,Cyclist,East,D41,2014-10-09,2014,2014-10-09T14:10:00Z,14,Clear,Wexford/Maryvale
Fatal,Clear,Dusk,Fatal,Pedestrian,North,D14,2014-10-09,2014,2014-10-09T17:45:00Z,17,Clear,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D11,2014-10-10,2014,2014-10-10T11:38:00Z,11,Clear,South Parkdale
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D13,2014-10-11,2014,2014-10-11T10:24:00Z,10,Clear,Englemount-Lawrence
Fatal,Rain,Other,Fatal,Pedestrian,West,D41,2014-10-16,2014,2014-10-16T19:27:00Z,19,Adverse,Wexford/Maryvale
Non-Fatal Injury,Rain,Dusk,Major,Cyclist,North,D52,2014-10-20,2014,2014-10-20T18:03:00Z,18,Adverse,Yonge-Bay Corridor
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D11,2014-10-21,2014,2014-10-21T19:09:00Z,19,Adverse,High Park-Swansea
Non-Fatal Injury,Clear,Dusk,Major,Pedestrian,South,D43,2014-10-22,2014,2014-10-22T18:03:00Z,18,Clear,Woburn North
Non-Fatal Injury,Clear,Dusk,Major,Pedestrian,Unknown,D12,2014-10-24,2014,2014-10-24T17:27:00Z,17,Clear,Rockcliffe-Smythe
Fatal,Other,Daylight,Fatal,Cyclist,South,D41,2014-10-28,2014,2014-10-28T15:15:00Z,15,Clear,Clairlea-Birchmount
Non-Fatal Injury,Rain,Other,Major,Cyclist,East,D23,2014-10-31,2014,2014-10-31T18:45:00Z,18,Adverse,West Humber-Clairville
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D32,2014-11-02,2014,2014-11-02T10:15:00Z,10,Clear,Yorkdale-Glen Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D53,2014-11-02,2014,2014-11-02T12:05:00Z,12,Clear,Forest Hill South
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D53,2014-11-02,2014,2014-11-02T12:05:00Z,12,Clear,Forest Hill South
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D12,2014-11-06,2014,2014-11-06T11:30:00Z,11,Clear,Keelesdale-Eglinton West
Fatal,Clear,Daylight,Fatal,Pedestrian,Unknown,D41,2014-11-06,2014,2014-11-06T12:54:00Z,12,Clear,Eglinton East
Non-Fatal Injury,Rain,Other,Major,Pedestrian,Unknown,D52,2014-11-06,2014,2014-11-06T23:00:00Z,23,Adverse,Kensington-Chinatown
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D33,2014-11-07,2014,2014-11-07T12:47:00Z,12,Clear,Hillcrest Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D43,2014-11-07,2014,2014-11-07T17:00:00Z,17,Clear,Woburn North
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D23,2014-11-10,2014,2014-11-10T17:50:00Z,17,Clear,Kingsview Village-The Westway
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D32,2014-11-18,2014,2014-11-18T18:04:00Z,18,Clear,Newtonbrook West
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D11,2014-11-20,2014,2014-11-20T12:45:00Z,12,Clear,High Park North
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D12,2014-11-21,2014,2014-11-21T10:05:00Z,10,Clear,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Other,None,Pedestrian,East,D41,2014-11-25,2014,2014-11-25T18:59:00Z,18,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Dusk,Major,Cyclist,East,D43,2014-11-26,2014,2014-11-26T16:25:00Z,16,Clear,Woburn North
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D41,2014-11-26,2014,2014-11-26T18:08:00Z,18,Clear,Birchcliffe-Cliffside
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D53,2014-11-28,2014,2014-11-28T22:45:00Z,22,Clear,Annex
Non-Fatal Injury,Clear,Other,Minimal,Pedestrian,East,D53,2014-11-28,2014,2014-11-28T22:45:00Z,22,Clear,Annex
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D55,2014-11-29,2014,2014-11-29T13:06:00Z,13,Clear,Old East York
Non-Fatal Injury,Rain,Other,Major,Cyclist,North,D32,2014-11-30,2014,2014-11-30T17:02:00Z,17,Adverse,Clanton Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D41,2014-12-02,2014,2014-12-02T13:35:00Z,13,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Other,Major,Pedestrian,None,D53,2014-12-08,2014,2014-12-08T17:00:00Z,17,Clear,Mount Pleasant East
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D53,2014-12-08,2014,2014-12-08T17:00:00Z,17,Clear,Mount Pleasant East
Fatal,Clear,Other,Fatal,Pedestrian,North,D55,2014-12-12,2014,2014-12-12T18:40:00Z,18,Clear,Danforth East York
Non-Fatal Injury,Rain,Other,Major,Pedestrian,Unknown,D51,2014-12-16,2014,2014-12-16T18:00:00Z,18,Adverse,Cabbagetown-South St.James Town
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D13,2014-12-16,2014,2014-12-16T18:50:00Z,18,Adverse,Corso Italia-Davenport
Non-Fatal Injury,Rain,Dark,Minor,Pedestrian,Unknown,D23,2014-12-16,2014,2014-12-16T19:10:00Z,19,Adverse,Thistletown-Beaumond Heights
Fatal,Clear,Dark,Fatal,Pedestrian,West,D42,2014-12-19,2014,2014-12-19T17:40:00Z,17,Clear,Malvern West
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D23,2014-12-19,2014,2014-12-19T22:28:00Z,22,Clear,Mount Olive-Silverstone-Jamestown
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D14,2014-12-20,2014,2014-12-20T14:10:00Z,14,Clear,Palmerston-Little Italy
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D43,2014-12-20,2014,2014-12-20T23:08:00Z,23,Clear,Bendale-Glen Andrew
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D14,2014-12-21,2014,2014-12-21T14:37:00Z,14,Clear,Palmerston-Little Italy
Non-Fatal Injury,Rain,Dusk,Major,Pedestrian,East,D53,2014-12-23,2014,2014-12-23T16:38:00Z,16,Adverse,Mount Pleasant East
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D42,2014-12-24,2014,2014-12-24T18:00:00Z,18,Adverse,Milliken
Fatal,Clear,Other,Fatal,Pedestrian,South,D42,2014-12-28,2014,2014-12-28T18:09:00Z,18,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Snow,Other,Major,Pedestrian,West,D14,2015-01-04,2015,2015-01-04T19:04:00Z,19,Adverse,University
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D14,2015-01-09,2015,2015-01-09T21:48:00Z,21,Adverse,Kensington-Chinatown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D53,2015-01-18,2015,2015-01-18T11:30:00Z,11,Adverse,Mount Pleasant East
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D42,2015-01-28,2015,2015-01-28T14:50:00Z,14,Clear,Agincourt North
Fatal,Clear,Other,Fatal,Pedestrian,North,D41,2015-02-05,2015,2015-02-05T17:01:00Z,17,Adverse,Kennedy Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D12,2015-02-16,2015,2015-02-16T14:10:00Z,14,Clear,Keelesdale-Eglinton West
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D51,2015-02-18,2015,2015-02-18T10:04:00Z,10,Adverse,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D14,2015-02-19,2015,2015-02-19T16:10:00Z,16,Clear,Wellington Place
Non-Fatal Injury,Clear,Daylight,None,Pedestrian,East,D14,2015-02-19,2015,2015-02-19T16:10:00Z,16,Clear,Wellington Place
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D51,2015-02-24,2015,2015-02-24T13:27:00Z,13,Adverse,Cabbagetown-South St.James Town
Non-Fatal Injury,Clear,Daylight,None,Pedestrian,West,D43,2015-03-02,2015,2015-03-02T11:04:00Z,11,Clear,Woburn North
Fatal,Clear,Daylight,Fatal,Pedestrian,Unknown,D42,2015-03-04,2015,2015-03-04T16:39:00Z,16,Clear,Malvern West
Non-Fatal Injury,Snow,Other,Major,Pedestrian,Unknown,D33,2015-03-04,2015,2015-03-04T18:55:00Z,18,Adverse,Don Valley Village
Fatal,Clear,Other,Fatal,Pedestrian,South,D31,2015-03-04,2015,2015-03-04T19:35:00Z,19,Clear,Humber Summit
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D41,2015-03-12,2015,2015-03-12T19:30:00Z,19,Clear,Kennedy Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D12,2015-03-18,2015,2015-03-18T10:50:00Z,10,Clear,Brookhaven-Amesbury
Fatal,Clear,Daylight,Minor,Pedestrian,North,D32,2015-03-19,2015,2015-03-19T16:45:00Z,16,Clear,Newtonbrook East
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D32,2015-03-19,2015,2015-03-19T16:45:00Z,16,Clear,Newtonbrook East
Fatal,Clear,Other,Fatal,Pedestrian,South,D13,2015-03-20,2015,2015-03-20T20:10:00Z,20,Clear,Wychwood
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D14,2015-03-20,2015,2015-03-20T20:20:00Z,20,Clear,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D51,2015-03-23,2015,2015-03-23T11:00:00Z,11,Clear,Cabbagetown-South St.James Town
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D41,2015-03-27,2015,2015-03-27T20:53:00Z,20,Clear,Clairlea-Birchmount
Fatal,Clear,Daylight,Fatal,Pedestrian,West,D32,2015-03-28,2015,2015-03-28T12:40:00Z,12,Clear,Clanton Park
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D33,2015-04-02,2015,2015-04-02T19:51:00Z,19,Adverse,Don Valley Village
Fatal,Rain,Other,Fatal,Pedestrian,Unknown,D55,2015-04-04,2015,2015-04-04T20:10:00Z,20,Adverse,North Riverdale
Non-Fatal Injury,Snow,Other,Major,Pedestrian,East,D12,2015-04-04,2015,2015-04-04T20:28:00Z,20,Adverse,Rockcliffe-Smythe
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,North,D13,2015-04-08,2015,2015-04-08T14:27:00Z,14,Adverse,Yorkdale-Glen Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D55,2015-04-10,2015,2015-04-10T11:54:00Z,11,Clear,East End-Danforth
Non-Fatal Injury,Clear,Other,Major,Pedestrian,None,D22,2015-04-14,2015,2015-04-14T11:05:00Z,11,Clear,Stonegate-Queensway
Fatal,Clear,Daylight,Fatal,Pedestrian,Unknown,D55,2015-04-20,2015,2015-04-20T14:05:00Z,14,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D41,2015-04-23,2015,2015-04-23T10:18:00Z,10,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D55,2015-04-24,2015,2015-04-24T12:56:00Z,12,Clear,North Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D43,2015-05-07,2015,2015-05-07T16:31:00Z,16,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D43,2015-05-07,2015,2015-05-07T16:31:00Z,16,Clear,Golfdale-Cedarbrae-Woburn
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D55,2015-05-10,2015,2015-05-10T10:58:00Z,10,Clear,Old East York
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D51,2015-05-10,2015,2015-05-10T18:30:00Z,18,Clear,Downtown Yonge East
Fatal,Clear,Dark,Fatal,Pedestrian,North,D43,2015-05-13,2015,2015-05-13T22:08:00Z,22,Clear,Eglinton East
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D53,2015-05-14,2015,2015-05-14T15:38:00Z,15,Clear,Casa Loma
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D55,2015-05-16,2015,2015-05-16T21:01:00Z,21,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D11,2015-05-20,2015,2015-05-20T14:53:00Z,14,Clear,Junction Area
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D42,2015-05-21,2015,2015-05-21T15:14:00Z,15,Clear,Agincourt South-Malvern West
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D51,2015-05-21,2015,2015-05-21T22:55:00Z,22,Clear,St Lawrence-East Bayfront-The Islands
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D22,2015-05-23,2015,2015-05-23T10:30:00Z,10,Clear,Humber Bay Shores
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D55,2015-05-26,2015,2015-05-26T18:55:00Z,18,Clear,O'Connor-Parkview
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D14,2015-05-28,2015,2015-05-28T14:20:00Z,14,Clear,Wellington Place
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D32,2015-05-31,2015,2015-06-01T00:01:00Z,0,Adverse,Avondale
Fatal,Rain,Dusk,Fatal,Pedestrian,South,D14,2015-05-31,2015,2015-05-31T21:04:00Z,21,Adverse,Dufferin Grove
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D43,2015-06-02,2015,2015-06-02T12:33:00Z,12,Clear,Bendale South
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D31,2015-06-02,2015,2015-06-02T18:54:00Z,18,Clear,Glenfield-Jane Heights
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D41,2015-06-03,2015,2015-06-03T20:01:00Z,20,Clear,Kennedy Park
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D22,2015-06-04,2015,2015-06-04T21:35:00Z,21,Clear,Kingsway South
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D53,2015-06-07,2015,2015-06-07T18:30:00Z,18,Clear,Lawrence Park South
Non-Fatal Injury,Clear,Other,Major,Cyclist,North,D14,2015-06-07,2015,2015-06-07T23:16:00Z,23,Clear,Trinity-Bellwoods
Fatal,Clear,Daylight,Fatal,Pedestrian,None,D32,2015-06-11,2015,2015-06-11T13:22:00Z,13,Clear,Yonge-Doris
Fatal,Clear,Daylight,Major,Pedestrian,None,D32,2015-06-11,2015,2015-06-11T13:22:00Z,13,Clear,Yonge-Doris
Fatal,Clear,Daylight,Major,Pedestrian,None,D32,2015-06-11,2015,2015-06-11T13:22:00Z,13,Clear,Yonge-Doris
Fatal,Clear,Daylight,Minor,Pedestrian,None,D32,2015-06-11,2015,2015-06-11T13:22:00Z,13,Clear,Yonge-Doris
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D33,2015-06-13,2015,2015-06-13T14:23:00Z,14,Clear,Bayview Village
Fatal,Clear,Other,Fatal,Cyclist,South,D53,2015-06-13,2015,2015-06-13T23:20:00Z,23,Clear,Annex
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D23,2015-06-16,2015,2015-06-16T17:24:00Z,17,Clear,Mount Olive-Silverstone-Jamestown
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D51,2015-06-20,2015,2015-06-20T15:05:00Z,15,Clear,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D11,2015-06-22,2015,2015-06-22T15:54:00Z,15,Clear,Junction-Wallace Emerson
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D55,2015-06-24,2015,2015-06-24T13:25:00Z,13,Clear,Woodbine Corridor
Fatal,Clear,Other,Fatal,Pedestrian,West,D13,2015-06-26,2015,2015-06-26T21:50:00Z,21,Clear,Caledonia-Fairbank
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D14,2015-07-02,2015,2015-07-02T23:55:00Z,23,Clear,Fort York-Liberty Village
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D33,2015-07-04,2015,2015-07-04T13:40:00Z,13,Clear,Pleasant View
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D33,2015-07-04,2015,2015-07-04T13:40:00Z,13,Clear,Pleasant View
Fatal,Other,Other,Fatal,Pedestrian,North,D53,2015-07-14,2015,2015-07-14T21:37:00Z,21,Unknown,Lawrence Park South
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D55,2015-07-16,2015,2015-07-16T12:53:00Z,12,Clear,Taylor-Massey
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D11,2015-07-20,2015,2015-07-20T10:15:00Z,10,Clear,High Park-Swansea
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D14,2015-07-24,2015,2015-07-24T10:40:00Z,10,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D33,2015-07-31,2015,2015-07-31T21:30:00Z,21,Adverse,Fenside-Parkwoods
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D31,2015-08-07,2015,2015-08-07T17:15:00Z,17,Clear,Downsview
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D33,2015-08-07,2015,2015-08-07T18:11:00Z,18,Clear,Pleasant View
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D42,2015-08-09,2015,2015-08-09T21:10:00Z,21,Clear,Morningside Heights
