DATE,TIME,ACCLASS,VISIBILITY,LIGHT,RDSFCOND,INJURY,INVTYPE,INITDIR,NEIGHBOURHOOD_158,DIVISION
2017-02-01,18:46,Collision,Snow,Dark,Slush,Major,Driver,W,Neighbourhood 8,Division 3
2016-09-23,21:25,Collision,Snow,Dark,Dry,Minor,Pedestrian,SW,Neighbourhood 17,Division 1
2020-05-25,01:13,Collision,Rain,Dawn,Snow,None,Pedestrian,S,Neighbourhood 19,Division 5
2016-07-20,06:06,Near Miss,Fog,Dusk,Snow,Minor,Cyclist,NW,Neighbourhood 11,Division 3
2020-07-10,03:55,Collision,Rain,Dawn,Slush,None,Pedestrian,N,Neighbourhood 11,Division 2
2015-05-10,18:13,Collision,Other,Dusk,Wet,Minor,Pedestrian,W,Neighbourhood 9,Division 5
2015-09-17,00:01,Near Miss,Clear,Dusk,Ice,None,Driver,S,Neighbourhood 6,Division 5
2014-05-11,23:13,Collision,Clear,Dusk,Dry,None,Passenger,N,Neighbourhood 7,Division 4
2021-08-21,06:21,Collision,Rain,Dawn,Ice,Minor,Driver,E,Neighbourhood 13,Division 1
2021-05-16,22:37,Collision,Snow,Dawn,Wet,None,Pedestrian,S,Neighbourhood 6,Division 1
2015-02-27,07:13,Near Miss,Other,Dark,Slush,None,Passenger,SW,Neighbourhood 7,Division 5
2022-11-14,21:14,Collision,Other,Dark,Slush,None,Cyclist,E,Neighbourhood 17,Division 4
2019-07-20,09:59,Collision,Clear,Dawn,Wet,Minor,Passenger,NE,Neighbourhood 12,Division 2
2017-11-15,06:11,Near Miss,Other,Dusk,Snow,Minor,Cyclist,E,Neighbourhood 7,Division 5
2016-04-15,12:48,Near Miss,Fog,Daylight,Slush,Minor,Cyclist,W,Neighbourhood 1,Division 4
2016-05-02,13:43,Near Miss,Snow,Daylight,Wet,Major,Pedestrian,E,Neighbourhood 19,Division 4
2019-04-24,21:37,Collision,Snow,Dawn,Ice,None,Driver,SE,Neighbourhood 16,Division 4
2023-03-28,05:28,Collision,Other,Dusk,Ice,None,Pedestrian,N,Neighbourhood 18,Division 1
2021-11-26,03:46,Near Miss,Other,Daylight,Ice,None,Passenger,SW,Neighbourhood 8,Division 5
2017-10-15,14:20,Near Miss,Fog,Dawn,Wet,None,Cyclist,SW,Neighbourhood 20,Division 1
2016-11-30,07:17,Collision,Clear,Daylight,Wet,None,Pedestrian,NW,Neighbourhood 7,Division 5
2018-09-06,15:00,Collision,Rain,Dusk,Ice,Major,Driver,S,Neighbourhood 13,Division 1
2020-03-04,20:50,Near Miss,Rain,Dawn,Ice,None,Cyclist,NW,Neighbourhood 6,Division 5
2020-07-15,12:31,Collision,Rain,Dark,Ice,None,Pedestrian,NW,Neighbourhood 10,Division 5
2022-01-19,22:39,Near Miss,Clear,Dawn,Dry,None,Driver,NW,Neighbourhood 17,Division 5
2014-04-23,18:50,Collision,Snow,Dawn,Wet,None,Driver,SW,Neighbourhood 10,Division 3
2023-01-25,02:06,Collision,Fog,Dawn,Dry,None,Cyclist,W,Neighbourhood 6,Division 3
2015-10-15,16:01,Collision,Clear,Daylight,Wet,None,Cyclist,N,Neighbourhood 5,Division 2
2017-06-19,08:01,Collision,Rain,Dusk,Ice,None,Driver,E,Neighbourhood 12,Division 2
2015-11-22,18:16,Collision,Fog,Dawn,Ice,None,Pedestrian,N,Neighbourhood 6,Division 1
2016-07-09,18:08,Collision,Other,Dark,Dry,None,Cyclist,W,Neighbourhood 13,Division 5
2015-08-28,04:44,Collision,Rain,Dark,Dry,None,Driver,NE,Neighbourhood 2,Division 1
2018-11-29,06:32,Collision,Snow,Dusk,Ice,None,Pedestrian,W,Neighbourhood 4,Division 1
2020-11-23,02:48,Collision,Snow,Dusk,Dry,None,Pedestrian,SE,Neighbourhood 15,Division 2
2018-12-01,20:24,Collision,Rain,Dusk,Slush,None,Passenger,S,Neighbourhood 17,Division 2
2013-03-11,00:40,Near Miss,Rain,Daylight,Ice,None,Pedestrian,E,Neighbourhood 7,Division 3
2019-11-07,01:02,Near Miss,Clear,Dark,Wet,Minor,Pedestrian,SE,Neighbourhood 18,Division 2
2019-08-19,11:30,Collision,Fog,Dark,Slush,Minor,Driver,E,Neighbourhood 2,Division 2
2021-05-28,06:28,Near Miss,Fog,Dark,Ice,None,Cyclist,S,Neighbourhood 5,Division 1
2022-08-13,14:08,Near Miss,Fog,Daylight,Slush,None,Cyclist,NE,Neighbourhood 6,Division 1
2017-11-16,19:15,Collision,Rain,Dark,Dry,None,Passenger,NW,Neighbourhood 16,Division 2
2018-07-25,14:44,Collision,Rain,Daylight,Snow,Minor,Driver,NW,Neighbourhood 13,Division 2
2022-10-18,18:34,Collision,Other,Dark,Slush,Major,Passenger,W,Neighbourhood 15,Division 5
2017-02-25,14:51,Collision,Snow,Dusk,Slush,None,Cyclist,SW,Neighbourhood 14,Division 5
2015-11-02,10:30,Near Miss,Fog,Dusk,Wet,None,Driver,E,Neighbourhood 3,Division 3
2014-11-12,01:54,Collision,Clear,Daylight,Wet,None,Passenger,W,Neighbourhood 13,Division 1
2013-12-14,01:02,Collision,Rain,Dark,Dry,None,Pedestrian,S,Neighbourhood 14,Division 4
2020-07-02,13:06,Near Miss,Other,Dark,Dry,None,Pedestrian,NE,Neighbourhood 11,Division 2
2016-12-11,05:08,Near Miss,Clear,Dark,Dry,None,Pedestrian,NW,Neighbourhood 3,Division 3
2013-09-19,09:05,Near Miss,Other,Daylight,Dry,None,Pedestrian,S,Neighbourhood 17,Division 3
2013-09-30,05:27,Near Miss,Snow,Dark,Wet,Minor,Driver,NW,Neighbourhood 4,Division 4
2019-03-21,22:46,Collision,Clear,Dark,Slush,None,Driver,SW,Neighbourhood 17,Division 1
2020-07-02,11:47,Collision,Rain,Dusk,Wet,Fatal,Passenger,NW,Neighbourhood 13,Division 4
2015-02-10,10:29,Collision,Snow,Dark,Slush,Minor,Pedestrian,N,Neighbourhood 12,Division 4
2015-12-03,00:31,Collision,Snow,Daylight,Ice,Minor,Pedestrian,NW,Neighbourhood 1,Division 2
2023-05-21,11:20,Near Miss,Rain,Dusk,Slush,None,Pedestrian,W,Neighbourhood 1,Division 5
2018-09-18,18:07,Collision,Clear,Dawn,Wet,Minor,Passenger,SE,Neighbourhood 15,Division 1
2021-02-24,07:37,Near Miss,Snow,Dusk,Dry,None,Driver,S,Neighbourhood 20,Division 4
2015-06-09,01:07,Collision,Snow,Dawn,Slush,Major,Cyclist,NW,Neighbourhood 2,Division 3
2020-01-13,15:13,Collision,Other,Daylight,Wet,None,Pedestrian,NE,Neighbourhood 8,Division 4
2019-11-21,11:24,Collision,Rain,Dawn,Slush,Minor,Passenger,N,Neighbourhood 9,Division 3
2018-12-12,03:30,Collision,Clear,Dusk,Slush,Minor,Cyclist,E,Neighbourhood 15,Division 1
2015-08-26,17:43,Collision,Fog,Dawn,Ice,Major,Passenger,SE,Neighbourhood 2,Division 3
2015-10-01,14:48,Collision,Fog,Daylight,Wet,None,Driver,E,Neighbourhood 5,Division 2
2018-02-22,19:46,Collision,Rain,Dark,Snow,None,Passenger,NW,Neighbourhood 7,Division 5
2022-03-06,14:13,Near Miss,Fog,Dawn,Dry,Minor,Cyclist,NE,Neighbourhood 14,Division 4
2015-07-29,01:48,Collision,Snow,Dusk,Ice,None,Driver,W,Neighbourhood 4,Division 4
2021-07-10,15:42,Near Miss,Snow,Dusk,Dry,Minor,Passenger,SE,Neighbourhood 14,Division 2
2018-09-26,09:52,Collision,Rain,Dark,Ice,None,Driver,NE,Neighbourhood 10,Division 3
2016-09-04,12:38,Near Miss,Snow,Daylight,Slush,Minor,Cyclist,SE,Neighbourhood 15,Division 4
2021-07-24,11:54,Collision,Other,Dawn,Ice,Minor,Driver,SE,Neighbourhood 18,Division 4
2015-08-13,15:24,Collision,Fog,Daylight,Ice,None,Pedestrian,E,Neighbourhood 6,Division 4
2016-09-14,14:48,Collision,Fog,Dark,Dry,None,Cyclist,NW,Neighbourhood 16,Division 1
2017-09-01,14:23,Near Miss,Rain,Dawn,Slush,Major,Passenger,E,Neighbourhood 4,Division 3
2020-09-04,16:54,Collision,Other,Dark,Slush,Minor,Cyclist,SW,Neighbourhood 19,Division 2
2020-03-16,01:21,Collision,Rain,Dawn,Slush,None,Cyclist,SW,Neighbourhood 12,Division 4
2020-12-09,17:04,Collision,Other,Dark,Snow,None,Cyclist,E,Neighbourhood 11,Division 2
2014-10-21,11:02,Collision,Snow,Dusk,Snow,Minor,Driver,NW,Neighbourhood 17,Division 4
2013-07-23,10:46,Near Miss,Other,Dawn,Ice,None,Cyclist,W,Neighbourhood 10,Division 3
2019-04-20,09:16,Collision,Snow,Dusk,Ice,None,Cyclist,S,Neighbourhood 10,Division 5
2014-04-04,17:13,Collision,Fog,Daylight,Wet,Minor,Driver,S,Neighbourhood 7,Division 2
2013-03-05,21:30,Collision,Clear,Dusk,Wet,None,Driver,W,Neighbourhood 11,Division 5
2021-07-19,05:22,Collision,Clear,Dark,Snow,Minor,Driver,NE,Neighbourhood 5,Division 1
2015-12-07,09:07,Near Miss,Snow,Daylight,Snow,Minor,Passenger,N,Neighbourhood 1,Division 1
2020-06-24,16:54,Collision,Fog,Dusk,Ice,Minor,Driver,S,Neighbourhood 19,Division 4
2015-06-11,11:38,Near Miss,Fog,Dark,Dry,None,Passenger,SW,Neighbourhood 2,Division 4
2023-09-18,20:28,Collision,Snow,Dark,Dry,Minor,Passenger,N,Neighbourhood 15,Division 1
2020-06-19,18:35,Collision,Snow,Dawn,Slush,Fatal,Cyclist,S,Neighbourhood 3,Division 3
2021-08-06,12:50,Near Miss,Fog,Dusk,Slush,Major,Driver,S,Neighbourhood 15,Division 5
2020-09-09,23:57,Collision,Clear,Dark,Dry,None,Cyclist,SW,Neighbourhood 9,Division 5
2013-02-11,02:07,Near Miss,Rain,Dark,Wet,None,Cyclist,N,Neighbourhood 20,Division 5
2018-07-17,04:38,Near Miss,Fog,Dusk,Snow,None,Pedestrian,S,Neighbourhood 16,Division 5
2021-01-14,02:17,Collision,Other,Dark,Snow,None,Pedestrian,W,Neighbourhood 19,Division 2
2016-08-17,11:16,Collision,Snow,Dark,Ice,Minor,Driver,NW,Neighbourhood 10,Division 5
2022-01-09,22:27,Near Miss,Rain,Dusk,Dry,Minor,Passenger,NW,Neighbourhood 9,Division 3
2022-09-24,12:56,Near Miss,Fog,Dusk,Slush,None,Passenger,E,Neighbourhood 10,Division 2
2022-05-31,15:44,Near Miss,Snow,Dusk,Slush,Minor,Passenger,SE,Neighbourhood 8,Division 2
2017-12-26,11:29,Near Miss,Snow,Dark,Wet,Minor,Driver,N,Neighbourhood 18,Division 3
2018-03-05,15:16,Collision,Snow,Dark,Slush,None,Driver,W,Neighbourhood 13,Division 3
2018-09-01,15:37,Near Miss,Rain,Daylight,Snow,Minor,Cyclist,SW,Neighbourhood 14,Division 2
2014-10-20,12:10,Near Miss,Snow,Dawn,Ice,None,Pedestrian,E,Neighbourhood 9,Division 4
2022-09-20,15:59,Collision,Fog,Daylight,Dry,Minor,Pedestrian,NE,Neighbourhood 2,Division 5
2015-03-17,05:00,Collision,Rain,Dark,Dry,None,Cyclist,NE,Neighbourhood 20,Division 3
2019-12-24,20:15,Collision,Other,Dark,Ice,None,Driver,E,Neighbourhood 4,Division 5
2013-06-27,05:20,Near Miss,Other,Daylight,Snow,Minor,Pedestrian,W,Neighbourhood 1,Division 2
2017-01-30,15:52,Collision,Fog,Dusk,Slush,Minor,Passenger,W,Neighbourhood 15,Division 5
2019-08-22,19:13,Collision,Rain,Dark,Snow,Minor,Cyclist,N,Neighbourhood 15,Division 3
2023-06-23,12:20,Near Miss,Other,Dawn,Slush,None,Pedestrian,W,Neighbourhood 5,Division 2
2015-05-13,18:08,Collision,Fog,Daylight,Dry,None,Driver,N,Neighbourhood 2,Division 3
2014-12-22,00:30,Collision,Fog,Dawn,Dry,None,Driver,NW,Neighbourhood 15,Division 5
2022-07-14,17:35,Near Miss,Clear,Dawn,Snow,Minor,Pedestrian,E,Neighbourhood 12,Division 2
2018-02-11,09:23,Collision,Other,Daylight,Snow,None,Cyclist,E,Neighbourhood 8,Division 4
2015-07-01,02:40,Collision,Clear,Dawn,Snow,None,Pedestrian,SW,Neighbourhood 1,Division 1
2022-12-21,03:50,Collision,Fog,Dusk,Snow,None,Pedestrian,SE,Neighbourhood 2,Division 1
2023-09-09,02:46,Collision,Other,Dusk,Snow,Minor,Cyclist,NW,Neighbourhood 5,Division 3
2023-07-16,14:52,Collision,Snow,Dawn,Slush,Minor,Pedestrian,W,Neighbourhood 11,Division 4
2019-01-09,20:55,Near Miss,Clear,Dusk,Wet,Major,Driver,E,Neighbourhood 18,Division 3
2023-10-30,01:06,Near Miss,Clear,Dark,Slush,None,Driver,SW,Neighbourhood 16,Division 4
2016-10-31,04:20,Near Miss,Snow,Dawn,Slush,None,Cyclist,SE,Neighbourhood 18,Division 1
2017-02-19,13:03,Near Miss,Fog,Dawn,Snow,None,Cyclist,W,Neighbourhood 20,Division 5
2017-08-15,10:09,Near Miss,Clear,Dusk,Snow,None,Cyclist,E,Neighbourhood 11,Division 1
2016-02-09,07:44,Collision,Snow,Dusk,Dry,Minor,Pedestrian,N,Neighbourhood 5,Division 5
2013-09-25,02:14,Collision,Snow,Dark,Snow,Fatal,Cyclist,NE,Neighbourhood 8,Division 1
2013-11-17,11:52,Collision,Rain,Dark,Slush,None,Cyclist,N,Neighbourhood 17,Division 5
2017-10-05,22:44,Near Miss,Clear,Dusk,Slush,None,Passenger,SW,Neighbourhood 3,Division 3
2023-11-14,14:25,Near Miss,Fog,Daylight,Dry,Minor,Passenger,NE,Neighbourhood 20,Division 2
2014-03-30,14:36,Collision,Clear,Daylight,Snow,Minor,Pedestrian,NW,Neighbourhood 11,Division 4
2015-06-05,08:19,Near Miss,Fog,Dark,Dry,None,Pedestrian,S,Neighbourhood 6,Division 2
2015-06-04,10:24,Near Miss,Other,Dark,Wet,None,Pedestrian,NE,Neighbourhood 18,Division 2
2020-02-16,14:50,Collision,Fog,Dawn,Snow,None,Passenger,W,Neighbourhood 13,Division 2
2018-08-08,13:53,Collision,Fog,Dark,Wet,Minor,Pedestrian,SE,Neighbourhood 4,Division 2
2020-12-31,01:04,Near Miss,Clear,Daylight,Slush,Minor,Cyclist,N,Neighbourhood 8,Division 3
2016-06-22,16:05,Near Miss,Snow,Dark,Wet,None,Pedestrian,SW,Neighbourhood 17,Division 3
2022-04-21,23:47,Near Miss,Other,Dark,Slush,None,Passenger,E,Neighbourhood 18,Division 3
2018-07-26,19:42,Collision,Snow,Dawn,Slush,None,Driver,W,Neighbourhood 16,Division 5
2020-07-04,18:46,Collision,Rain,Dark,Snow,None,Pedestrian,N,Neighbourhood 13,Division 5
2023-05-21,09:30,Near Miss,Fog,Daylight,Dry,None,Driver,W,Neighbourhood 17,Division 4
2013-02-27,06:41,Collision,Clear,Dusk,Slush,Minor,Driver,S,Neighbourhood 4,Division 1
2018-09-24,22:02,Near Miss,Fog,Daylight,Ice,None,Pedestrian,NW,Neighbourhood 12,Division 1
2022-01-25,12:48,Near Miss,Other,Daylight,Slush,None,Passenger,SE,Neighbourhood 13,Division 1
2016-08-10,07:03,Collision,Fog,Dawn,Ice,Minor,Passenger,W,Neighbourhood 2,Division 1
2020-07-04,00:49,Near Miss,Clear,Dusk,Dry,Minor,Cyclist,SE,Neighbourhood 8,Division 3
2019-10-17,23:29,Near Miss,Clear,Dawn,Slush,Minor,Pedestrian,S,Neighbourhood 16,Division 3
2020-03-02,02:56,Collision,Snow,Dusk,Wet,Minor,Cyclist,SE,Neighbourhood 17,Division 5
2023-07-08,15:09,Near Miss,Fog,Dusk,Snow,Minor,Passenger,SW,Neighbourhood 8,Division 3
2015-07-27,00:39,Near Miss,Fog,Dusk,Wet,Minor,Cyclist,NW,Neighbourhood 11,Division 1
2016-08-17,01:54,Near Miss,Rain,Dusk,Wet,Minor,Passenger,E,Neighbourhood 11,Division 2
2022-03-20,04:23,Collision,Other,Daylight,Snow,None,Cyclist,S,Neighbourhood 5,Division 5
2014-08-06,08:14,Collision,Snow,Dusk,Dry,None,Pedestrian,NW,Neighbourhood 17,Division 5
2023-02-23,14:33,Collision,Snow,Dark,Snow,None,Cyclist,SW,Neighbourhood 18,Division 4
2013-12-15,13:48,Near Miss,Snow,Daylight,Snow,Major,Pedestrian,SW,Neighbourhood 12,Division 2
2020-07-18,01:16,Near Miss,Clear,Daylight,Snow,Major,Driver,SE,Neighbourhood 6,Division 5
2023-08-23,03:36,Collision,Other,Dawn,Ice,Minor,Cyclist,NE,Neighbourhood 20,Division 1
2020-01-01,06:16,Near Miss,Fog,Daylight,Slush,Fatal,Cyclist,SW,Neighbourhood 7,Division 3
2017-08-16,11:34,Collision,Fog,Daylight,Dry,None,Driver,W,Neighbourhood 16,Division 2
2021-11-08,14:14,Collision,Other,Dusk,Wet,None,Passenger,NW,Neighbourhood 17,Division 4
2015-11-12,13:19,Collision,Clear,Dark,Ice,None,Pedestrian,E,Neighbourhood 18,Division 5
2020-03-23,12:33,Collision,Other,Daylight,Dry,None,Cyclist,SW,Neighbourhood 17,Division 3
2019-05-29,03:17,Near Miss,Other,Dawn,Wet,None,Driver,NE,Neighbourhood 11,Division 1
2020-01-28,19:33,Near Miss,Fog,Dark,Snow,Minor,Passenger,SE,Neighbourhood 12,Division 1
2013-04-12,17:11,Near Miss,Fog,Dark,Wet,None,Cyclist,N,Neighbourhood 20,Division 3
2013-09-16,12:40,Collision,Rain,Daylight,Slush,None,Cyclist,NW,Neighbourhood 11,Division 1
2023-10-15,07:40,Collision,Snow,Dark,Dry,None,Cyclist,N,Neighbourhood 9,Division 1
2023-05-01,19:37,Collision,Snow,Dawn,Wet,Minor,Pedestrian,SW,Neighbourhood 5,Division 3
2015-03-03,08:22,Near Miss,Clear,Daylight,Slush,Minor,Passenger,S,Neighbourhood 20,Division 5
2020-08-08,11:24,Collision,Fog,Dark,Slush,None,Cyclist,NW,Neighbourhood 14,Division 2
2016-08-17,02:09,Near Miss,Other,Daylight,Wet,None,Pedestrian,N,Neighbourhood 5,Division 4
2020-06-14,18:05,Near Miss,Snow,Dawn,Ice,None,Cyclist,S,Neighbourhood 17,Division 3
2013-10-20,16:09,Near Miss,Other,Dark,Snow,None,Cyclist,W,Neighbourhood 17,Division 4
2023-10-16,14:30,Near Miss,Snow,Daylight,Slush,None,Passenger,SW,Neighbourhood 13,Division 1
2014-05-22,19:34,Collision,Clear,Dusk,Wet,Minor,Driver,NE,Neighbourhood 11,Division 5
2017-03-03,22:14,Collision,Fog,Daylight,Snow,None,Passenger,SW,Neighbourhood 9,Division 2
2022-05-20,06:12,Collision,Snow,Dusk,Slush,Minor,Passenger,SW,Neighbourhood 19,Division 1
2022-02-14,04:08,Collision,Fog,Dusk,Wet,None,Driver,E,Neighbourhood 3,Division 4
2020-05-18,05:26,Collision,Clear,Dusk,Slush,Major,Cyclist,E,Neighbourhood 2,Division 4
2020-09-23,14:08,Near Miss,Other,Dawn,Dry,None,Pedestrian,SW,Neighbourhood 12,Division 1
2022-09-23,12:12,Near Miss,Snow,Dusk,Ice,Minor,Driver,SE,Neighbourhood 6,Division 4
2018-01-30,19:11,Collision,Snow,Dusk,Snow,None,Cyclist,N,Neighbourhood 1,Division 1
2020-09-13,18:38,Collision,Clear,Dark,Wet,Minor,Cyclist,W,Neighbourhood 13,Division 1
2017-11-17,09:26,Near Miss,Fog,Daylight,Slush,Major,Cyclist,S,Neighbourhood 7,Division 2
2023-01-04,14:48,Near Miss,Rain,Dawn,Snow,None,Cyclist,SW,Neighbourhood 10,Division 3
2014-04-21,19:21,Collision,Rain,Dark,Dry,None,Pedestrian,NE,Neighbourhood 15,Division 3
2013-08-13,07:11,Collision,Rain,Dark,Dry,Major,Pedestrian,NW,Neighbourhood 12,Division 1
2020-10-11,07:15,Collision,Fog,Dark,Slush,Minor,Passenger,S,Neighbourhood 8,Division 5
2022-07-20,14:25,Near Miss,Rain,Dusk,Snow,None,Driver,NW,Neighbourhood 15,Division 5
2013-01-20,01:47,Near Miss,Fog,Dark,Dry,None,Pedestrian,S,Neighbourhood 16,Division 3
2021-05-03,17:49,Near Miss,Snow,Dawn,Ice,None,Driver,NW,Neighbourhood 15,Division 2
2021-08-07,09:37,Near Miss,Fog,Dawn,Wet,Minor,Cyclist,NE,Neighbourhood 12,Division 4
2018-06-06,06:49,Near Miss,Clear,Dark,Wet,None,Driver,SW,Neighbourhood 11,Division 1
2019-10-07,09:29,Collision,Fog,Dawn,Dry,None,Cyclist,N,Neighbourhood 12,Division 4
2016-11-30,09:02,Near Miss,Clear,Dark,Ice,None,Driver,W,Neighbourhood 13,Division 1
2018-02-13,14:30,Near Miss,Snow,Dusk,Ice,Minor,Driver,NE,Neighbourhood 14,Division 3
2016-04-15,10:38,Collision,Other,Dusk,Ice,None,Passenger,N,Neighbourhood 14,Division 5
2013-10-14,02:08,Collision,Rain,Dark,Ice,None,Pedestrian,E,Neighbourhood 6,Division 2
2020-12-11,04:43,Collision,Other,Dark,Dry,None,Passenger,NE,Neighbourhood 19,Division 3
2014-07-14,04:16,Collision,Other,Dark,Slush,None,Driver,S,Neighbourhood 4,Division 1
2021-07-29,08:19,Near Miss,Snow,Dusk,Dry,None,Passenger,N,Neighbourhood 8,Division 1
2022-05-27,18:45,Near Miss,Clear,Dark,Dry,Major,Cyclist,W,Neighbourhood 4,Division 2
2016-10-15,13:02,Collision,Other,Daylight,Slush,None,Driver,N,Neighbourhood 4,Division 4
2016-12-13,13:57,Collision,Clear,Daylight,Snow,Minor,Passenger,E,Neighbourhood 5,Division 1
2023-04-28,01:51,Collision,Other,Dawn,Ice,None,Driver,SW,Neighbourhood 6,Division 3
2020-01-03,23:54,Near Miss,Snow,Dusk,Wet,Minor,Passenger,NW,Neighbourhood 2,Division 1
2016-09-21,04:54,Collision,Other,Dawn,Wet,Minor,Cyclist,NE,Neighbourhood 16,Division 2
2018-08-16,12:31,Near Miss,Fog,Dusk,Slush,Minor,Passenger,SW,Neighbourhood 12,Division 2
2017-10-22,18:41,Near Miss,Snow,Dawn,Dry,None,Driver,SW,Neighbourhood 19,Division 5
2020-07-01,07:03,Collision,Snow,Dark,Dry,Minor,Pedestrian,NW,Neighbourhood 11,Division 1
2022-12-26,02:57,Near Miss,Clear,Dawn,Snow,Minor,Cyclist,S,Neighbourhood 16,Division 5
2014-12-20,11:38,Near Miss,Rain,Dusk,Dry,None,Cyclist,N,Neighbourhood 4,Division 4
2015-11-28,20:34,Collision,Fog,Daylight,Snow,Minor,Pedestrian,S,Neighbourhood 16,Division 1
2016-11-20,22:36,Collision,Other,Dusk,Snow,None,Cyclist,NE,Neighbourhood 15,Division 2
2013-05-02,21:31,Collision,Fog,Dusk,Slush,None,Driver,NE,Neighbourhood 9,Division 1
2013-05-21,19:28,Near Miss,Other,Dusk,Ice,Minor,Driver,N,Neighbourhood 14,Division 5
2014-01-01,04:22,Collision,Fog,Dusk,Dry,None,Cyclist,SE,Neighbourhood 8,Division 4
2019-10-01,21:50,Collision,Other,Dark,Dry,None,Cyclist,SE,Neighbourhood 8,Division 1
2013-03-21,18:46,Collision,Other,Dusk,Snow,None,Driver,S,Neighbourhood 2,Division 4
2017-09-03,02:13,Collision,Clear,Dark,Wet,Fatal,Driver,N,Neighbourhood 10,Division 3
2013-11-19,19:58,Collision,Rain,Dusk,Snow,None,Driver,W,Neighbourhood 1,Division 5
2018-07-30,21:58,Collision,Other,Dusk,Dry,None,Driver,NW,Neighbourhood 19,Division 2
2018-11-19,04:11,Collision,Clear,Dawn,Snow,None,Driver,SW,Neighbourhood 15,Division 1
2021-03-01,17:56,Collision,Rain,Daylight,Dry,None,Passenger,N,Neighbourhood 1,Division 2
2020-01-13,21:11,Collision,Fog,Dawn,Dry,Minor,Cyclist,W,Neighbourhood 7,Division 2
2019-11-03,03:15,Near Miss,Rain,Dusk,Ice,None,Passenger,NW,Neighbourhood 2,Division 5
2022-06-11,13:04,Collision,Fog,Dusk,Snow,None,Driver,E,Neighbourhood 3,Division 2
2023-06-22,06:15,Collision,Clear,Dark,Slush,None,Passenger,S,Neighbourhood 16,Division 4
2019-11-05,19:47,Collision,Rain,Dawn,Snow,None,Passenger,SE,Neighbourhood 9,Division 1
2021-03-29,00:53,Collision,Other,Dark,Wet,Minor,Passenger,W,Neighbourhood 2,Division 2
2014-04-07,01:55,Near Miss,Fog,Dawn,Slush,None,Driver,SE,Neighbourhood 2,Division 2
2017-04-19,00:46,Near Miss,Snow,Dark,Dry,Minor,Passenger,N,Neighbourhood 13,Division 1
2023-02-03,18:14,Collision,Clear,Dawn,Slush,None,Cyclist,W,Neighbourhood 14,Division 3
2017-11-10,08:57,Near Miss,Rain,Dawn,Ice,Minor,Cyclist,E,Neighbourhood 20,Division 3
2013-09-24,10:22,Near Miss,Rain,Dawn,Slush,None,Driver,E,Neighbourhood 17,Division 3
2023-07-05,10:54,Collision,Fog,Dark,Ice,Minor,Driver,W,Neighbourhood 5,Division 4
2023-05-18,05:38,Near Miss,Snow,Daylight,Dry,Minor,Passenger,W,Neighbourhood 11,Division 5
2020-06-29,15:33,Collision,Other,Dawn,Dry,None,Passenger,SW,Neighbourhood 4,Division 1
2013-08-10,07:48,Collision,Fog,Dusk,Ice,None,Pedestrian,E,Neighbourhood 5,Division 1
2020-11-29,00:36,Near Miss,Rain,Dusk,Wet,Fatal,Driver,W,Neighbourhood 8,Division 5
2016-08-10,18:02,Near Miss,Snow,Daylight,Slush,Minor,Passenger,NE,Neighbourhood 1,Division 4
2021-03-21,14:24,Collision,Fog,Dawn,Dry,None,Passenger,W,Neighbourhood 7,Division 4
2023-05-07,14:46,Collision,Snow,Dusk,Wet,Major,Cyclist,SW,Neighbourhood 5,Division 1
2015-05-26,20:58,Near Miss,Fog,Dawn,Wet,None,Driver,S,Neighbourhood 17,Division 3
2021-02-28,12:21,Near Miss,Snow,Dusk,Dry,Minor,Passenger,SE,Neighbourhood 10,Division 1
2022-08-26,09:55,Near Miss,Clear,Dawn,Ice,Minor,Pedestrian,SW,Neighbourhood 13,Division 3
2018-01-03,17:24,Near Miss,Snow,Dusk,Dry,None,Passenger,NW,Neighbourhood 3,Division 1
2013-04-10,08:48,Collision,Snow,Dark,Ice,None,Pedestrian,SE,Neighbourhood 4,Division 1
2015-12-17,20:01,Near Miss,Rain,Dawn,Snow,None,Cyclist,N,Neighbourhood 8,Division 1
2021-07-26,05:26,Collision,Fog,Dark,Ice,None,Passenger,SE,Neighbourhood 8,Division 2
2020-11-05,11:37,Near Miss,Fog,Dusk,Dry,None,Driver,SE,Neighbourhood 6,Division 1
2023-11-13,11:42,Near Miss,Clear,Dusk,Snow,None,Pedestrian,E,Neighbourhood 13,Division 4
2013-03-10,01:03,Near Miss,Snow,Dusk,Snow,Minor,Pedestrian,W,Neighbourhood 14,Division 4
2016-06-25,14:34,Collision,Rain,Dark,Ice,None,Driver,W,Neighbourhood 7,Division 5
2015-10-18,16:10,Near Miss,Fog,Dusk,Dry,Minor,Pedestrian,N,Neighbourhood 10,Division 1
2018-01-18,08:08,Collision,Snow,Daylight,Snow,Major,Pedestrian,SE,Neighbourhood 19,Division 5
2018-11-14,08:54,Near Miss,Snow,Daylight,Snow,None,Passenger,SE,Neighbourhood 3,Division 4
2020-01-30,14:50,Near Miss,Snow,Dawn,Slush,None,Pedestrian,S,Neighbourhood 1,Division 3
2023-02-23,21:40,Near Miss,Clear,Dusk,Ice,None,Passenger,W,Neighbourhood 2,Division 3
2016-04-04,11:43,Collision,Clear,Dusk,Ice,Major,Driver,SW,Neighbourhood 4,Division 5
2021-12-06,19:41,Near Miss,Snow,Daylight,Snow,None,Cyclist,SW,Neighbourhood 5,Division 4
